Year Published,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,Complexity Average,Owned Users,Strategy,Thematic,Children,Party,Abstract,War,Family,Customizable
2009.0,2,6,45,8,1191,6.68,1.83,1877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018.0,2,8,20,10,1296,6.67,1.29,2511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003.0,2,16,120,12,1683,6.55,2.88,2369.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2008.0,2,4,2400,12,396,8.23,3.86,847.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2006.0,2,2,30,10,1626,6.5,2.45,1915.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010.0,1,1,30,13,636,7.34,2.0,1265.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018.0,2,6,25,8,905,6.9,1.05,1875.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,1,4,60,10,782,7.13,2.38,2076.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016.0,2,4,60,12,405,8.19,3.0,1413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016.0,1,5,40,12,1307,6.64,1.94,2615.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,2,4,30,8,692,7.24,1.96,2303.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015.0,3,5,40,8,1335,6.59,1.78,2001.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990.0,2,6,60,14,644,7.28,2.83,1022.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2002.0,4,6,60,13,2796,6.33,1.74,4204.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1974.0,2,2,90,12,1582,6.64,3.11,3939.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2012.0,2,4,45,8,1186,6.67,2.17,1447.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2002.0,2,5,60,10,1245,6.65,2.39,1412.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2009.0,3,4,60,10,1444,6.58,2.26,2020.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2000.0,2,7,150,12,1181,6.7,2.65,2027.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2011.0,2,3,60,10,907,6.87,2.25,1390.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015.0,3,4,60,12,771,7.01,2.16,1454.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2005.0,2,5,60,12,2263,6.39,2.25,2880.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1996.0,3,4,60,12,939,6.81,2.15,1156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005.0,1,12,20,6,3229,6.29,1.13,9006.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010.0,1,4,60,10,1129,6.69,2.05,1804.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007.0,3,6,20,7,6018,6.15,1.12,10374.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1993.0,2,4,180,12,737,7.16,2.66,1071.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018.0,2,2,25,10,770,7.07,1.54,2651.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2019.0,1,6,20,8,1232,6.67,1.19,2757.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2018.0,1,6,60,10,994,6.77,2.09,1689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016.0,2,4,30,14,1082,6.74,1.57,1962.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2013.0,2,2,120,0,411,8.12,3.93,773.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,2,5,20,7,739,7.05,1.18,1316.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1745.0,4,4,10,7,437,7.94,2.25,415.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2005.0,2,4,45,10,1556,6.52,2.44,2261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013.0,2,2,90,12,583,7.54,2.47,1781.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2019.0,2,4,60,12,376,8.36,2.36,986.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017.0,2,6,20,8,1522,6.6,1.06,3351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015.0,2,2,60,14,598,7.38,2.0,1769.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1864.0,2,4,45,10,951,6.85,2.3,1098.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2006.0,2,4,120,12,2417,6.37,3.07,3306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2008.0,2,6,120,14,404,7.86,3.12,654.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2013.0,1,1,30,12,440,8.06,2.65,1174.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2013.0,2,5,45,12,866,6.95,2.31,1994.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014.0,2,2,50,14,504,7.62,3.23,929.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015.0,2,2,60,0,439,7.99,3.62,773.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2013.0,2,5,20,7,1751,6.47,1.18,3393.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2015.0,1,4,30,13,625,7.36,2.25,1369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2019.0,1,4,90,13,521,7.81,2.92,1438.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1974.0,2,4,90,13,1069,6.72,2.74,1868.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,2,4,30,7,567,7.34,1.55,1209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996.0,2,2,90,10,579,7.48,2.64,999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009.0,2,2,45,10,1417,6.56,2.17,2630.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018.0,2,4,40,10,1004,6.78,1.95,2255.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2012.0,1,2,15,13,886,6.89,1.87,1847.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016.0,2,5,90,14,550,7.4,3.48,1015.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016.0,2,4,90,14,627,7.3,2.43,977.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1987.0,2,6,90,12,1259,6.63,2.22,1830.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018.0,2,7,40,12,713,7.11,2.14,1145.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018.0,2,4,90,12,550,7.63,2.39,1521.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011.0,2,10,60,12,966,6.95,2.94,3570.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2006.0,2,5,120,10,1065,6.83,2.12,2307.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989.0,1,9,90,10,720,7.28,2.24,966.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2020.0,1,5,140,12,446,7.75,3.12,869.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1989.0,1,5,120,10,1218,6.83,2.87,2351.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016.0,1,4,25,10,1171,6.67,1.33,1958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005.0,2,2,60,12,618,7.4,3.06,1419.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1995.0,3,6,20,8,1898,6.41,1.18,2282.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2009.0,2,6,60,10,1090,6.75,1.83,2463.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018.0,2,2,40,8,418,7.97,2.14,1322.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018.0,1,4,90,14,610,7.52,3.26,1456.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018.0,1,8,60,10,922,6.83,1.44,1666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004.0,3,6,30,8,2087,6.38,1.22,2225.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,1,8,180,12,483,7.76,2.73,1483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,1,5,60,14,547,7.73,2.6,1975.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2001.0,2,2,45,10,1238,6.62,1.53,2322.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2010.0,3,6,120,12,1487,6.52,2.54,2287.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2009.0,3,6,120,13,617,7.2,3.75,936.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2000.0,1,6,30,11,5290,6.2,1.84,9104.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010.0,2,5,55,12,1355,6.58,2.81,1581.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006.0,3,16,180,10,724,7.06,1.98,534.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2019.0,2,5,45,8,1034,6.78,1.85,1709.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,4,8,30,10,756,7.02,1.2,1488.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016.0,1,4,180,14,590,7.52,2.35,1278.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2007.0,2,4,25,10,1114,6.69,1.43,1359.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2005.0,2,2,60,12,907,6.96,2.84,1534.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2020.0,1,5,120,14,486,8.09,2.33,1102.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017.0,2,4,30,10,1027,6.74,1.73,1562.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2020.0,1,4,30,10,424,7.82,2.47,871.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1993.0,2,2,30,8,1579,6.49,1.41,2056.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015.0,2,4,60,14,955,6.85,2.47,2292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003.0,3,4,60,10,1761,6.45,2.67,2303.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016.0,2,2,30,12,1100,6.76,2.11,2011.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019.0,1,4,90,12,592,7.31,2.75,1446.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016.0,3,5,50,10,1585,6.51,1.9,3956.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1978.0,2,2,75,12,843,6.99,2.3,1724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013.0,2,6,120,14,807,6.96,2.87,1396.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018.0,2,4,45,13,612,7.29,2.11,1588.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2000.0,2,5,45,10,1586,6.49,2.55,1911.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008.0,2,4,60,8,839,6.89,2.42,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016.0,1,5,40,12,1703,6.47,1.87,3961.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013.0,4,10,30,14,1532,6.5,2.06,3083.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,2,6,20,6,1054,6.75,1.0,1588.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012.0,2,6,120,12,517,7.77,2.77,1153.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2006.0,2,6,30,8,1831,6.45,1.88,2664.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017.0,2,6,60,10,793,6.93,2.15,1220.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2005.0,2,4,20,5,1119,6.67,1.12,1588.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1986.0,2,4,120,12,1607,6.5,2.64,3348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977.0,3,6,240,10,1560,6.58,2.27,2553.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2015.0,2,4,120,12,987,6.78,3.78,1855.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1998.0,2,6,45,10,637,7.25,3.02,916.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002.0,3,6,45,12,1376,6.53,2.45,1981.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013.0,2,4,60,8,1096,6.69,2.14,1854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006.0,2,5,60,9,1753,6.44,1.95,2489.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018.0,1,4,40,8,691,7.14,1.84,1430.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016.0,3,6,40,12,494,7.49,1.27,986.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2010.0,3,7,300,13,333,8.2,4.26,363.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2020.0,1,4,20,8,855,7.0,1.42,2703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008.0,3,6,90,12,1463,6.52,2.96,1960.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014.0,1,4,60,10,1140,6.64,2.23,2342.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2014.0,2,5,75,12,1296,6.6,3.0,2449.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,1,1,20,15,536,7.52,1.93,2272.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2020.0,2,6,90,14,765,7.27,1.63,2654.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,2,4,30,8,687,7.15,1.76,1581.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018.0,2,5,25,9,865,6.87,1.06,1582.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019.0,1,4,75,16,958,6.83,1.88,2899.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2012.0,2,4,15,7,1844,6.4,1.23,2274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981.0,1,4,90,10,1261,6.82,1.81,1655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,1,4,30,10,1567,6.52,2.36,3561.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2020.0,1,5,40,10,523,7.51,2.32,990.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2006.0,2,2,240,12,560,7.34,3.19,1060.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,3,12,20,8,1346,6.63,1.27,2705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996.0,3,8,45,12,6506,6.15,1.65,10675.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018.0,1,4,60,13,437,7.81,3.0,1215.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018.0,5,8,75,14,1157,6.67,1.86,3037.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2011.0,2,99,10,8,3195,6.24,1.07,5027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013.0,2,8,180,12,775,7.25,2.72,1655.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016.0,2,2,30,10,377,8.34,2.69,602.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2019.0,2,4,60,10,716,7.1,2.32,1293.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1970.0,2,2,90,12,1664,6.54,3.07,3947.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013.0,2,2,30,13,891,6.82,1.48,1511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015.0,2,2,45,10,1115,6.73,2.19,2649.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015.0,1,4,30,13,2532,6.29,1.81,6413.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2019.0,2,6,15,7,1212,6.78,1.09,4439.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015.0,2,4,45,8,1512,6.51,2.07,3173.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015.0,2,6,30,7,944,6.8,1.39,1703.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2008.0,2,6,120,12,978,6.74,2.57,1156.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016.0,3,5,180,14,3126,6.29,3.76,8611.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015.0,2,4,45,12,1335,6.62,2.18,5052.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018.0,2,5,45,10,589,7.28,1.73,1079.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015.0,2,4,180,12,824,7.4,3.49,1508.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007.0,2,5,60,12,1311,6.56,2.22,1395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008.0,3,5,60,12,815,6.86,2.93,1379.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,2,4,20,8,1153,6.68,1.42,3266.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1997.0,3,6,60,8,1568,6.45,1.63,1896.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011.0,2,10,45,14,447,7.71,2.69,818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,1,4,60,10,723,7.07,2.13,1614.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2013.0,1,1,45,13,559,7.33,2.11,1051.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015.0,2,4,60,8,833,6.91,2.66,1512.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017.0,2,2,90,14,549,7.71,3.06,1651.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013.0,2,8,20,8,828,6.97,1.35,1565.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1996.0,2,2,20,6,3455,6.26,2.01,4734.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2020.0,1,5,90,14,386,8.26,3.08,867.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016.0,2,4,45,13,482,7.61,2.17,1043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2013.0,1,6,60,18,665,7.43,2.09,1030.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2009.0,1,1,240,0,403,7.89,3.1,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008.0,2,5,90,12,1036,6.7,3.31,1191.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1984.0,2,2,360,12,451,7.8,3.47,968.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016.0,2,6,60,8,1048,6.71,1.74,2289.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981.0,2,8,45,10,2150,6.39,3.1,4773.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2010.0,1,4,30,13,1768,6.56,2.28,3057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016.0,2,5,600,10,378,8.33,2.75,728.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2000.0,2,4,360,12,417,7.85,3.58,1484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2008.0,3,6,45,8,1123,6.62,1.61,1835.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2013.0,1,4,15,8,7595,6.12,1.33,14510.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014.0,2,5,120,12,1618,6.64,3.84,3750.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1992.0,3,10,45,14,839,6.87,1.6,1485.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2003.0,2,5,60,10,1751,6.56,2.19,3734.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2013.0,2,2,30,14,763,6.98,2.22,1473.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019.0,1,4,60,14,876,6.97,2.4,3927.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,2,5,40,8,705,7.03,1.6,1655.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013.0,2,4,90,13,1063,6.74,2.9,3007.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016.0,1,5,30,7,798,6.99,1.09,1929.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2020.0,1,4,30,8,530,7.44,1.13,1765.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014.0,2,8,15,0,2072,6.36,1.15,5304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,2,4,60,13,468,7.75,2.88,1715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1946.0,2,2,45,8,13826,6.09,1.85,23834.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2013.0,2,4,30,8,820,6.87,2.04,1586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,2,5,20,10,716,7.48,1.42,1266.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2016.0,3,8,90,13,723,6.99,1.77,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2012.0,2,4,25,5,1064,6.69,1.14,2201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012.0,2,8,15,8,1563,6.45,1.16,2149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,2,2,30,10,546,7.37,2.2,1460.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015.0,2,4,40,8,981,6.79,1.91,1950.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2005.0,2,8,60,12,550,7.43,3.39,1063.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,2,4,45,8,1157,6.65,1.93,2332.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2019.0,2,2,45,10,606,7.18,1.92,1179.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2017.0,2,2,30,10,807,6.94,2.0,2391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016.0,3,6,30,14,1126,6.67,1.38,2407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007.0,2,5,180,0,523,7.33,3.78,569.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019.0,2,2,120,12,332,8.35,2.64,1037.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009.0,2,5,30,8,1866,6.35,1.43,2834.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006.0,2,4,45,10,1643,6.41,2.26,2458.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2017.0,2,5,45,7,663,7.3,1.47,1455.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2005.0,1,2,120,12,596,7.34,3.39,1518.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2009.0,3,6,120,12,1168,6.6,3.11,1561.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2011.0,2,5,60,13,1835,6.39,2.17,3219.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2020.0,2,4,45,13,514,8.53,3.14,916.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,2,4,60,12,518,7.47,2.7,748.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015.0,2,5,20,18,7717,6.22,1.07,20857.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015.0,1,5,90,13,592,7.25,2.81,1160.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015.0,2,4,120,12,544,7.3,3.79,796.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009.0,1,4,10,2,998,6.72,1.0,2278.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2005.0,2,4,30,8,1627,6.41,1.7,1843.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018.0,1,2,60,12,373,8.3,3.1,1185.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2002.0,2,5,240,12,754,7.0,3.47,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2011.0,1,4,120,12,776,6.93,3.69,1335.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2017.0,1,4,60,14,830,6.85,2.0,2294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2019.0,1,4,70,10,896,6.82,2.35,1873.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2013.0,2,2,90,8,365,8.05,2.69,1319.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2008.0,0,0,30,0,494,7.46,2.0,1492.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018.0,1,4,30,14,596,7.31,1.87,1363.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2010.0,2,5,60,10,737,6.91,2.61,894.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018.0,3,6,180,14,500,7.44,2.55,1118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015.0,2,4,20,8,664,7.03,1.81,1432.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999.0,2,2,300,12,499,7.52,3.2,1123.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015.0,2,4,120,12,557,7.25,3.71,796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015.0,3,6,45,10,600,7.16,1.38,819.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015.0,3,7,45,10,1421,6.53,1.76,2957.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990.0,3,7,360,16,699,7.05,3.99,1286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
